ID,Name,Description,Contributor,Citation,Glottocode,Year,Source,Media_IDs,Type,Map_IDs
366,Tocobaga,,,,,traditional,haynie2019modern,features,feature,fig1
367,Tohono O'odham,,,,toho1245,traditional,haynie2019modern,features,feature,fig1
368,Tojolabal,,,,tojo1241,traditional,haynie2019modern,features,feature,fig1
369,Tol,,,,toll1241,traditional,haynie2019modern,features,feature,fig1
370,Tolimeco,,,,,traditional,haynie2019modern,features,feature,fig1
371,Tongva,,,,tong1329,traditional,haynie2019modern,features,feature,fig1
372,Tonkawa,,,,tonk1249,traditional,haynie2019modern,features,feature,fig1
373,Totonac,,,,toto1252,traditional,haynie2019modern,features,feature,fig1
374,Totorame,,,,,traditional,haynie2019modern,features,feature,fig1
375,Towa,,,,jeme1245,traditional,haynie2019modern,features,feature,fig1
376,Trique,,,,triq1251,traditional,haynie2019modern,features,feature,fig1
377,Tsetsaut,,,,tset1236,traditional,haynie2019modern,features,feature,fig1
378,Tubatulabal,,,,tuba1278,traditional,haynie2019modern,features,feature,fig1
379,Tule-Kaweah Yokuts,,,,tule1245,traditional,haynie2019modern,features,feature,fig1
380,Tunica,,,,tuni1252,traditional,haynie2019modern,features,feature,fig1
381,"Tuscarora",,,,tusc1257,traditional,haynie2019modern,features,feature,fig1
382,Tutelo-Saponi,,,,tute1247,traditional,haynie2019modern,features,feature,fig1
383,Twana,,,,twan1247,traditional,haynie2019modern,features,feature,fig1
384,Tz'utujil,,,,tzut1248,traditional,haynie2019modern,features,feature,fig1
385,Tzeltal,,,,tzel1254,traditional,haynie2019modern,features,feature,fig1
386,Tzotzil,,,,tzot1259,traditional,haynie2019modern,features,feature,fig1
387,Ulwa,,,,ulwa1239,traditional,haynie2019modern,features,feature,fig1
388,Umatilla,,,,umat1237,traditional,haynie2019modern,features,feature,fig1
389,Unami Delaware,,,,unam1242,traditional,haynie2019modern,features,feature,fig1
390,Upper Chehalis,,,,uppe1439,traditional,haynie2019modern,features,feature,fig1
391,Upper Kuskokwim,,,,uppe1438,traditional,haynie2019modern,features,feature,fig1
392,Upper Tanana,,,,uppe1437,traditional,haynie2019modern,features,feature,fig1
393,Upper Umpqua,,,,uppe1436,traditional,haynie2019modern,features,feature,fig1
394,Uspanteco,,,,uspa1245,traditional,haynie2019modern,features,feature,fig1
395,Ute-Southern Paiute,,,,utes1238,traditional,haynie2019modern,features,feature,fig1
396,Ventureño,,,,vent1242,traditional,haynie2019modern,features,feature,fig1
397,Wampanoag,,,,wamp1249,traditional,haynie2019modern,features,feature,fig1
398,Wappo,,,,wapp1239,traditional,haynie2019modern,features,feature,fig1
399,Wasco,,,,wasc1239,traditional,haynie2019modern,features,feature,fig1
400,Washo,,,,wash1253,traditional,haynie2019modern,features,feature,fig1
401,Wenro,,,,wenr1236,traditional,haynie2019modern,features,feature,fig1
402,Western Abenaki,,,,west2630,traditional,haynie2019modern,features,feature,fig1
403,Western Apache,,,,west2615,traditional,haynie2019modern,features,feature,fig1
404,Western Canadian Inuktitut,,,,west2618,traditional,haynie2019modern,features,feature,fig1
405,Western Durango Nahuatl,,,,west2778,traditional,haynie2019modern,features,feature,fig1
406,Western Zapotec,,,,west2645,traditional,haynie2019modern,features,feature,fig1
407,Wichita,,,,wich1260,traditional,haynie2019modern,features,feature,fig1
408,Wintu,,,,wint1259,traditional,haynie2019modern,features,feature,fig1
409,Wiyot,,,,wiyo1248,traditional,haynie2019modern,features,feature,fig1
410,Woccon,,,,wocc1242,traditional,haynie2019modern,features,feature,fig1
411,Woods Cree,,,,wood1236,traditional,haynie2019modern,features,feature,fig1
412,Xinca,,,,xinc1237,traditional,haynie2019modern,features,feature,fig1
413,Xixime,,,,,traditional,haynie2019modern,features,feature,fig1
414,Yakama,,,,yaki1237,traditional,haynie2019modern,features,feature,fig1
415,Yamasee,,,,yama1265,traditional,haynie2019modern,features,feature,fig1
416,Yana,,,,yana1271,traditional,haynie2019modern,features,feature,fig1
417,Yaqui,,,,yaqu1251,traditional,haynie2019modern,features,feature,fig1
418,Yucatec Maya,,,,yuca1254,traditional,haynie2019modern,features,feature,fig1
419,Yuchi,,,,yuch1247,traditional,haynie2019modern,features,feature,fig1
420,Yurok,,,,yuro1248,traditional,haynie2019modern,features,feature,fig1
421,Zacateco,,,,,traditional,haynie2019modern,features,feature,fig1
422,Zuni,,,,zuni1245,traditional,haynie2019modern,features,feature,fig1
